Төлөвлөгөөний_дугаар,Сургалтын_төлөвлөгөө,Сургалтын_төрөл,Хичээлийн_дугаар,Хичээлийн_нэр,Залгамж_хичээлийн_дугаар,Залгамж_хичээлийн_нэр
3c565485bbd2c54bb0ebe05c7ec741fc,Санхүү - 2022,Өдрийн сургалт,f1b967e673681c3b9cdbc9c568949344,Санхүүгийн математик,ffbad8b9da2093d25ab5c2a67595a270,Санхүүгийн үндэс
3c565485bbd2c54bb0ebe05c7ec741fc,Санхүү - 2022,Өдрийн сургалт,58117c3bd751aef482be0d07b465f6a5,Санхүүгийн мэдээллийн систем,ffbad8b9da2093d25ab5c2a67595a270,Санхүүгийн үндэс
3c565485bbd2c54bb0ebe05c7ec741fc,Санхүү - 2022,Өдрийн сургалт,f512bcc142683f9185ea27c41855ed64,Санхүүгийн эрх зүй,ffbad8b9da2093d25ab5c2a67595a270,Санхүүгийн үндэс
3c565485bbd2c54bb0ebe05c7ec741fc,Санхүү - 2022,Өдрийн сургалт,4c5637327b218329fb37b0c97223fff2,Санхүүчийн мэргэжлийн ёс зүй,ffbad8b9da2093d25ab5c2a67595a270,Санхүүгийн үндэс
7ec0dbeee45813422897e04ad8424a5e,Санхүү - 2023,Өдрийн сургалт,80d4c0e3d8705d1ae4cfd19dd89fa34a,Банкны менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
7ec0dbeee45813422897e04ad8424a5e,Санхүү - 2023,Өдрийн сургалт,0a2a51dac6138826127f093500461d91,Даатгалын менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
7ec0dbeee45813422897e04ad8424a5e,Санхүү - 2023,Өдрийн сургалт,4cd693494a8c867c551e0688ec78bde1,Олон улсын санхүү,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
7ec0dbeee45813422897e04ad8424a5e,Санхүү - 2023,Өдрийн сургалт,d1d0ce9cb7dc63978000e8d3b82c3f74,Санхүүгийн менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
fd4771e85e1f916f239624486bff502d,Санхүү - 2023,Өдрийн сургалт,d1d0ce9cb7dc63978000e8d3b82c3f74,Санхүүгийн менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
7ec0dbeee45813422897e04ad8424a5e,Санхүү - 2023,Өдрийн сургалт,100173f99f8fbdbf4ed1b56e6cf50f9d,Санхүүгийн менежмент (ахисан),d1d0ce9cb7dc63978000e8d3b82c3f74,Санхүүгийн менежмент
7ec0dbeee45813422897e04ad8424a5e,Санхүү - 2023,Өдрийн сургалт,d023b1ef80754864db9e412e1fd955ac,Санхүүгийн шинжилгээ ба төлөвлөлт,d1d0ce9cb7dc63978000e8d3b82c3f74,Санхүүгийн менежмент
7ec0dbeee45813422897e04ad8424a5e,Санхүү - 2023,Өдрийн сургалт,33c1551e32887aef85c6007466e667a0,Санхүүгийн эконометрикс,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
7ec0dbeee45813422897e04ad8424a5e,Санхүү - 2023,Өдрийн сургалт,09c78e5e092faab26c371b2c3f13f514,"Татварын онол, бодлого",807f390d98ca80c5d0d8f508f26b8656,Төрийн санхүү
fd4771e85e1f916f239624486bff502d,Санхүү - 2023,Өдрийн сургалт,09c78e5e092faab26c371b2c3f13f514,"Татварын онол, бодлого",807f390d98ca80c5d0d8f508f26b8656,Төрийн санхүү
fd4771e85e1f916f239624486bff502d,Санхүү - 2023,Өдрийн сургалт,807f390d98ca80c5d0d8f508f26b8656,Төрийн санхүү,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
7ec0dbeee45813422897e04ad8424a5e,Санхүү - 2023,Өдрийн сургалт,807f390d98ca80c5d0d8f508f26b8656,Төрийн санхүү,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
7ec0dbeee45813422897e04ad8424a5e,Санхүү - 2023,Өдрийн сургалт,86c26c7eb678214b9749fe1c5364cff2,"Төсвийн удирдлага, төлөвлөлт",807f390d98ca80c5d0d8f508f26b8656,Төрийн санхүү
7ec0dbeee45813422897e04ad8424a5e,Санхүү - 2023,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,8e03ddb0982e1deb2023db3758f12ef5,Хөрөнгө оруулалтын менежмент
7ec0dbeee45813422897e04ad8424a5e,Санхүү - 2023,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,100173f99f8fbdbf4ed1b56e6cf50f9d,Санхүүгийн менежмент (ахисан)
7ec0dbeee45813422897e04ad8424a5e,Санхүү - 2023,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,09c78e5e092faab26c371b2c3f13f514,"Татварын онол, бодлого"
7ec0dbeee45813422897e04ad8424a5e,Санхүү - 2023,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,d023b1ef80754864db9e412e1fd955ac,Санхүүгийн шинжилгээ ба төлөвлөлт
7ec0dbeee45813422897e04ad8424a5e,Санхүү - 2023,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,86c26c7eb678214b9749fe1c5364cff2,"Төсвийн удирдлага, төлөвлөлт"
7ec0dbeee45813422897e04ad8424a5e,Санхүү - 2023,Өдрийн сургалт,8e03ddb0982e1deb2023db3758f12ef5,Хөрөнгө оруулалтын менежмент,d1d0ce9cb7dc63978000e8d3b82c3f74,Санхүүгийн менежмент
fd4771e85e1f916f239624486bff502d,Санхүү - 2023,Өдрийн сургалт,8e03ddb0982e1deb2023db3758f12ef5,Хөрөнгө оруулалтын менежмент,d1d0ce9cb7dc63978000e8d3b82c3f74,Санхүүгийн менежмент
fd4771e85e1f916f239624486bff502d,Санхүү - 2023,Өдрийн сургалт,0e6ecbd8766b1296dffb848e42581f6f,Эрсдэлийн удирдлага,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
7ec0dbeee45813422897e04ad8424a5e,Санхүү - 2023,Өдрийн сургалт,0e6ecbd8766b1296dffb848e42581f6f,Эрсдэлийн удирдлага,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
fe256faf97c200de0f7486ddf56c02f6,Санхүү - 2023,Хоёрдогч,80d4c0e3d8705d1ae4cfd19dd89fa34a,Банкны менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
fe256faf97c200de0f7486ddf56c02f6,Санхүү - 2023,Хоёрдогч,0a2a51dac6138826127f093500461d91,Даатгалын менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
fe256faf97c200de0f7486ddf56c02f6,Санхүү - 2023,Хоёрдогч,4cd693494a8c867c551e0688ec78bde1,Олон улсын санхүү,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
fe256faf97c200de0f7486ddf56c02f6,Санхүү - 2023,Хоёрдогч,d1d0ce9cb7dc63978000e8d3b82c3f74,Санхүүгийн менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
fe256faf97c200de0f7486ddf56c02f6,Санхүү - 2023,Хоёрдогч,100173f99f8fbdbf4ed1b56e6cf50f9d,Санхүүгийн менежмент (ахисан),d1d0ce9cb7dc63978000e8d3b82c3f74,Санхүүгийн менежмент
fe256faf97c200de0f7486ddf56c02f6,Санхүү - 2023,Хоёрдогч,d023b1ef80754864db9e412e1fd955ac,Санхүүгийн шинжилгээ ба төлөвлөлт,d1d0ce9cb7dc63978000e8d3b82c3f74,Санхүүгийн менежмент
fe256faf97c200de0f7486ddf56c02f6,Санхүү - 2023,Хоёрдогч,33c1551e32887aef85c6007466e667a0,Санхүүгийн эконометрикс,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
fe256faf97c200de0f7486ddf56c02f6,Санхүү - 2023,Хоёрдогч,09c78e5e092faab26c371b2c3f13f514,"Татварын онол, бодлого",807f390d98ca80c5d0d8f508f26b8656,Төрийн санхүү
fe256faf97c200de0f7486ddf56c02f6,Санхүү - 2023,Хоёрдогч,807f390d98ca80c5d0d8f508f26b8656,Төрийн санхүү,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
fe256faf97c200de0f7486ddf56c02f6,Санхүү - 2023,Хоёрдогч,86c26c7eb678214b9749fe1c5364cff2,"Төсвийн удирдлага, төлөвлөлт",807f390d98ca80c5d0d8f508f26b8656,Төрийн санхүү
fe256faf97c200de0f7486ddf56c02f6,Санхүү - 2023,Хоёрдогч,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,8e03ddb0982e1deb2023db3758f12ef5,Хөрөнгө оруулалтын менежмент
fe256faf97c200de0f7486ddf56c02f6,Санхүү - 2023,Хоёрдогч,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,100173f99f8fbdbf4ed1b56e6cf50f9d,Санхүүгийн менежмент (ахисан)
fe256faf97c200de0f7486ddf56c02f6,Санхүү - 2023,Хоёрдогч,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,09c78e5e092faab26c371b2c3f13f514,"Татварын онол, бодлого"
fe256faf97c200de0f7486ddf56c02f6,Санхүү - 2023,Хоёрдогч,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,d023b1ef80754864db9e412e1fd955ac,Санхүүгийн шинжилгээ ба төлөвлөлт
fe256faf97c200de0f7486ddf56c02f6,Санхүү - 2023,Хоёрдогч,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,86c26c7eb678214b9749fe1c5364cff2,"Төсвийн удирдлага, төлөвлөлт"
fe256faf97c200de0f7486ddf56c02f6,Санхүү - 2023,Хоёрдогч,8e03ddb0982e1deb2023db3758f12ef5,Хөрөнгө оруулалтын менежмент,d1d0ce9cb7dc63978000e8d3b82c3f74,Санхүүгийн менежмент
fe256faf97c200de0f7486ddf56c02f6,Санхүү - 2023,Хоёрдогч,0e6ecbd8766b1296dffb848e42581f6f,Эрсдэлийн удирдлага,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
eaa52f3366768bca401dca9ea5b181dd,"Санхүү, банк - 2014",Оройгоор,80d4c0e3d8705d1ae4cfd19dd89fa34a,Банкны менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
eaa52f3366768bca401dca9ea5b181dd,"Санхүү, банк - 2014",Оройгоор,0a2a51dac6138826127f093500461d91,Даатгалын менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
eaa52f3366768bca401dca9ea5b181dd,"Санхүү, банк - 2014",Оройгоор,25044c8f6892d2f084f72025c377023d,"Зардал, удирдлагын нягтлан бодох бүртгэл",0806a60e2e5466094ab2652bef28a251,Нягтлан бодох бүртгэлийн үндэс
eaa52f3366768bca401dca9ea5b181dd,"Санхүү, банк - 2014",Оройгоор,e3bb9fa75d0ae7da40a40c4e3f2f3fd4,Маркетингийн удирдлага,7dd6af0d70340195c48c002ebe5e4aac,Маркетингийн үндэс
eaa52f3366768bca401dca9ea5b181dd,"Санхүү, банк - 2014",Оройгоор,a21482d73b88d044ac722365b70cefc2,Мөнгөний бодлого,80d4c0e3d8705d1ae4cfd19dd89fa34a,Банкны менежмент
eaa52f3366768bca401dca9ea5b181dd,"Санхүү, банк - 2014",Оройгоор,4cd693494a8c867c551e0688ec78bde1,Олон улсын санхүү,d1d0ce9cb7dc63978000e8d3b82c3f74,Санхүүгийн менежмент
eaa52f3366768bca401dca9ea5b181dd,"Санхүү, банк - 2014",Оройгоор,d1d0ce9cb7dc63978000e8d3b82c3f74,Санхүүгийн менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
eaa52f3366768bca401dca9ea5b181dd,"Санхүү, банк - 2014",Оройгоор,755170968d148dd7c11805a698e545aa,Санхүүгийн нягтлан бодох бүртгэл I,0806a60e2e5466094ab2652bef28a251,Нягтлан бодох бүртгэлийн үндэс
eaa52f3366768bca401dca9ea5b181dd,"Санхүү, банк - 2014",Оройгоор,3f90bf0094b4d5585ba7bf466e6b90fd,Санхүүгийн хяналт шалгалт,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
eaa52f3366768bca401dca9ea5b181dd,"Санхүү, банк - 2014",Оройгоор,33c1551e32887aef85c6007466e667a0,Санхүүгийн эконометрикс,d1d0ce9cb7dc63978000e8d3b82c3f74,Санхүүгийн менежмент
eaa52f3366768bca401dca9ea5b181dd,"Санхүү, банк - 2014",Оройгоор,807f390d98ca80c5d0d8f508f26b8656,Төрийн санхүү,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
eaa52f3366768bca401dca9ea5b181dd,"Санхүү, банк - 2014",Оройгоор,40d300970074f93e6a14657860750219,Төслийн менежмент,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс
eaa52f3366768bca401dca9ea5b181dd,"Санхүү, банк - 2014",Оройгоор,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,33c1551e32887aef85c6007466e667a0,Санхүүгийн эконометрикс
eaa52f3366768bca401dca9ea5b181dd,"Санхүү, банк - 2014",Оройгоор,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,8e03ddb0982e1deb2023db3758f12ef5,Хөрөнгө оруулалтын менежмент
eaa52f3366768bca401dca9ea5b181dd,"Санхүү, банк - 2014",Оройгоор,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,4cd693494a8c867c551e0688ec78bde1,Олон улсын санхүү
eaa52f3366768bca401dca9ea5b181dd,"Санхүү, банк - 2014",Оройгоор,ba96dac54c2c763e2bd077c7753ce6c1,Үйлчилгээний менежмент,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс
eaa52f3366768bca401dca9ea5b181dd,"Санхүү, банк - 2014",Оройгоор,8e03ddb0982e1deb2023db3758f12ef5,Хөрөнгө оруулалтын менежмент,d1d0ce9cb7dc63978000e8d3b82c3f74,Санхүүгийн менежмент
eaa52f3366768bca401dca9ea5b181dd,"Санхүү, банк - 2014",Оройгоор,e633e2ac7a14a4d56384f38df943792b,Хөрөнгийн үнэлгээний үндэс,0806a60e2e5466094ab2652bef28a251,Нягтлан бодох бүртгэлийн үндэс
eaa52f3366768bca401dca9ea5b181dd,"Санхүү, банк - 2014",Оройгоор,09c1279b01289fa282367675519325a1,Хэрэглэгчийн зан төлөв,7dd6af0d70340195c48c002ebe5e4aac,Маркетингийн үндэс
eaa52f3366768bca401dca9ea5b181dd,"Санхүү, банк - 2014",Оройгоор,0e6ecbd8766b1296dffb848e42581f6f,Эрсдэлийн удирдлага,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
12311d05c9aa67765703984239511212,Социологи - 2014,Өдрийн сургалт,813b55971c67156836f1bc15e45726d2,Ахисан түвшний мэдээлэл боловсруулалт ,06bd2df0534a430a7ee6a006a5dfd218,Нийгмийн судалгааны мэдээлэл боловсруулах аргууд 
12311d05c9aa67765703984239511212,Социологи - 2014,Өдрийн сургалт,06bd2df0534a430a7ee6a006a5dfd218,Нийгмийн судалгааны мэдээлэл боловсруулах аргууд ,d0a194dc29ee00d2f22ef573f2d7097f,Тоон судалгааны аргууд 
12311d05c9aa67765703984239511212,Социологи - 2014,Өдрийн сургалт,3d2b08aa7cfa68fd54e3f4a4e7ffcf7d,Хээрийн дадлага*,9dcba86641df3c4ee2ec515eecf72b46,Үйлдвэрлэлийн дадлага I
bd380c81db012b113b6ab112b847e52b,Социологи - 2023,Өдрийн сургалт,ec151b6ecbb40275f4ac68bc99635554,Орчин үеийн социологийн онол  ,905fb31e485e7f2fad5cba1f425d72e6,Сонгодог социологийн онол
bd380c81db012b113b6ab112b847e52b,Социологи - 2023,Өдрийн сургалт,d0a194dc29ee00d2f22ef573f2d7097f,Тоон судалгааны аргууд ,f1f8d9e8023b645373b6363e6a6ec18c,Чанарын судалгааны аргууд
bd380c81db012b113b6ab112b847e52b,Социологи - 2023,Өдрийн сургалт,172f0a8ab07095a5e4fa4945f59afb10,Хээрийн дадлага**,9dcba86641df3c4ee2ec515eecf72b46,Үйлдвэрлэлийн дадлага I
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,0bed668685c7358e78b77dd1feeb3bf3,Актуар математик,7f9e4c8e1de05725d2b30298eda1f306,Магадлалын онол
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,73d41ffbdd7dd455264a09fc1ce4fb52,Өгөгдлийн сан ба объект хандалтат програмчлал,c396792b21918eff5479ce2440f63d84,Програмчлалын хэл Cи
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,f2013aa6b8488641df6c34959d797e15,Инженерийн зураг зүй,5fd515799993f7602d29e8a40e09d34e,Инженерийн математик
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,f2013aa6b8488641df6c34959d797e15,Инженерийн зураг зүй,85bea3bb05e27edacbfd0a70ef277160,Инженерийн физик
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,642ad51faa492de9795844a2d0c6142f,Инженерийн механик,85bea3bb05e27edacbfd0a70ef277160,Инженерийн физик
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,642ad51faa492de9795844a2d0c6142f,Инженерийн механик,5fd515799993f7602d29e8a40e09d34e,Инженерийн математик
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,3e0ce87560cc1e32353de7d1eedb58f9,Инженерийн термодинaмик,5fd515799993f7602d29e8a40e09d34e,Инженерийн математик
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,3e0ce87560cc1e32353de7d1eedb58f9,Инженерийн термодинaмик,85bea3bb05e27edacbfd0a70ef277160,Инженерийн физик
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,0cf4d4691fe56e8bcdfc386df95c78d8,Инженерийн цахилгаан соронзон,5fd515799993f7602d29e8a40e09d34e,Инженерийн математик
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,0cf4d4691fe56e8bcdfc386df95c78d8,Инженерийн цахилгаан соронзон,85bea3bb05e27edacbfd0a70ef277160,Инженерийн физик
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,7f9e4c8e1de05725d2b30298eda1f306,Магадлалын онол,d600a2c0f0abaa265941e3c4c2510c26,Математик 1б (Ерөнхий суурь)
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,7f9e4c8e1de05725d2b30298eda1f306,Магадлалын онол,f7d231711d490bcbf845df42c7eb6096,Математик 1в (Ерөнхий суурь)
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,cf13d0708d43d18fdba8f98bfc6ab42b,Магадлалын онолын нэмэлт бүлгүүд,7f9e4c8e1de05725d2b30298eda1f306,Магадлалын онол
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,0a8d0a30ada365aee33dbf72fda7574e,Математик загварчлал,07b4498a303789d2829445c725dae35a,Ердийн дифференциал тэгшитгэл
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,63a82e1bc44f8cf90a9189b4632951df,Математик статистик,7f9e4c8e1de05725d2b30298eda1f306,Магадлалын онол
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,fed509800df41e8a2ec17e894a2626f0,Монтекарло симуляци,f93899894f2c43279dc0013b9ad2849d,Алгоритмын үндэс
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,0a2f057963744e807fd6cc070fb617df,Нийгмийн статистик,63a82e1bc44f8cf90a9189b4632951df,Математик статистик
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,8226961a64e331581440a90183cf0a1d,Нийтийн үйлчилгээний онол,7f9e4c8e1de05725d2b30298eda1f306,Магадлалын онол
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,e5b5b8d9882f4831304d99c39e49da4f,Олон хүчин зүйлийн статистик шинжилгээ,63a82e1bc44f8cf90a9189b4632951df,Математик статистик
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,e5b5b8d9882f4831304d99c39e49da4f,Олон хүчин зүйлийн статистик шинжилгээ,196ef39dc3c14c0b8aa88d99f31e8710,Олон хувьсагчийн функцийн онол
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,412af43c2ecf83c17726748a97a527f2,Санамсаргүй процессын онол,07b4498a303789d2829445c725dae35a,Ердийн дифференциал тэгшитгэл
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,412af43c2ecf83c17726748a97a527f2,Санамсаргүй процессын онол,cf13d0708d43d18fdba8f98bfc6ab42b,Магадлалын онолын нэмэлт бүлгүүд
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,bea3c20edb84a0dd83a99a9a7274bc67,Санхүү эдийн засгийн шинжилгээ,534345ffbb29478b3fce2db5de81be6f,Дунд түвшний макроэкономикс (НУС-ын мэргэжлийн суурь)
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,bea3c20edb84a0dd83a99a9a7274bc67,Санхүү эдийн засгийн шинжилгээ,9eeded30b547d25041d83e289ac8ae5f,Дунд түвшний микроэкономикс (НУС-ын  мэргэжлийн суурь)
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,bea3c20edb84a0dd83a99a9a7274bc67,Санхүү эдийн засгийн шинжилгээ,63a82e1bc44f8cf90a9189b4632951df,Математик статистик
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,2f5c46338278558ac0bee2e0529fc305,Статистик хэрэглээний программ,63a82e1bc44f8cf90a9189b4632951df,Математик статистик
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,5458ddfd38e3d8bd01d4db5519a004ec,Статистикийн шугаман загварууд ба дисперсийн шинжилгээ,63a82e1bc44f8cf90a9189b4632951df,Математик статистик
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,4c71aefc98de5a57f137fb1317b216b9,Тоглоомын онол,79976930d5b363b51b6e7557ac2dafd2,Оптимизаци 1
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,d252374cef7c9c687b095cc8f7fac721,Үндэсний тооцооны систем,534345ffbb29478b3fce2db5de81be6f,Дунд түвшний макроэкономикс (НУС-ын мэргэжлийн суурь)
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,d252374cef7c9c687b095cc8f7fac721,Үндэсний тооцооны систем,9eeded30b547d25041d83e289ac8ae5f,Дунд түвшний микроэкономикс (НУС-ын  мэргэжлийн суурь)
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,d252374cef7c9c687b095cc8f7fac721,Үндэсний тооцооны систем,63a82e1bc44f8cf90a9189b4632951df,Математик статистик
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,5fa260f9aef5c32cc0ddf4934f058bdf,Хугацааны цуваа,5458ddfd38e3d8bd01d4db5519a004ec,Статистикийн шугаман загварууд ба дисперсийн шинжилгээ
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,9256f177e09e1f3f6f860a86373b3aad,Хэрэглээний математик,d600a2c0f0abaa265941e3c4c2510c26,Математик 1б (Ерөнхий суурь)
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,9256f177e09e1f3f6f860a86373b3aad,Хэрэглээний математик,f7d231711d490bcbf845df42c7eb6096,Математик 1в (Ерөнхий суурь)
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,0b7ff420be23b7bd97f7a687e6b8246b,Цахилгаан хэлхээ,85bea3bb05e27edacbfd0a70ef277160,Инженерийн физик
663772ea088360f95bac3dc7ffb841be,Статистик - 2014,Өдрийн сургалт,0b7ff420be23b7bd97f7a687e6b8246b,Цахилгаан хэлхээ,5fd515799993f7602d29e8a40e09d34e,Инженерийн математик
10cd8cca7d33d4526cf4c264654762c6,Статистик - 2023,Өдрийн сургалт,0bed668685c7358e78b77dd1feeb3bf3,Актуар математик,7f9e4c8e1de05725d2b30298eda1f306,Магадлалын онол
10cd8cca7d33d4526cf4c264654762c6,Статистик - 2023,Өдрийн сургалт,7f9e4c8e1de05725d2b30298eda1f306,Магадлалын онол,196ef39dc3c14c0b8aa88d99f31e8710,Олон хувьсагчийн функцийн онол
10cd8cca7d33d4526cf4c264654762c6,Статистик - 2023,Өдрийн сургалт,7f9e4c8e1de05725d2b30298eda1f306,Магадлалын онол,9ab01348be1ccbf4df5cdf8e4133c39f,Математик логик ба дискрет математик
10cd8cca7d33d4526cf4c264654762c6,Статистик - 2023,Өдрийн сургалт,cf13d0708d43d18fdba8f98bfc6ab42b,Магадлалын онолын нэмэлт бүлгүүд,7f9e4c8e1de05725d2b30298eda1f306,Магадлалын онол
10cd8cca7d33d4526cf4c264654762c6,Статистик - 2023,Өдрийн сургалт,63a82e1bc44f8cf90a9189b4632951df,Математик статистик,7f9e4c8e1de05725d2b30298eda1f306,Магадлалын онол
10cd8cca7d33d4526cf4c264654762c6,Статистик - 2023,Өдрийн сургалт,63a82e1bc44f8cf90a9189b4632951df,Математик статистик,be19b693f0394d68da38939bbd0a1cf7,Шугаман алгебр 1 (Ерөнхий суурь)
10cd8cca7d33d4526cf4c264654762c6,Статистик - 2023,Өдрийн сургалт,b6512ba2ef13d7241ba28dbf20bff5a7,Машин сургалтын аргууд ,d3f6c4dbc1a8a8883690b0e0656b8133,Оптимизаци
10cd8cca7d33d4526cf4c264654762c6,Статистик - 2023,Өдрийн сургалт,fed509800df41e8a2ec17e894a2626f0,Монтекарло симуляци,63a82e1bc44f8cf90a9189b4632951df,Математик статистик
10cd8cca7d33d4526cf4c264654762c6,Статистик - 2023,Өдрийн сургалт,fed509800df41e8a2ec17e894a2626f0,Монтекарло симуляци,882e283e7a4ccbd2e58772cf77fa937e,Программчлалын хэл
10cd8cca7d33d4526cf4c264654762c6,Статистик - 2023,Өдрийн сургалт,0a2f057963744e807fd6cc070fb617df,Нийгмийн статистик,63a82e1bc44f8cf90a9189b4632951df,Математик статистик
10cd8cca7d33d4526cf4c264654762c6,Статистик - 2023,Өдрийн сургалт,8226961a64e331581440a90183cf0a1d,Нийтийн үйлчилгээний онол,7f9e4c8e1de05725d2b30298eda1f306,Магадлалын онол
10cd8cca7d33d4526cf4c264654762c6,Статистик - 2023,Өдрийн сургалт,e5b5b8d9882f4831304d99c39e49da4f,Олон хүчин зүйлийн статистик шинжилгээ,63a82e1bc44f8cf90a9189b4632951df,Математик статистик
10cd8cca7d33d4526cf4c264654762c6,Статистик - 2023,Өдрийн сургалт,d3f6c4dbc1a8a8883690b0e0656b8133,Оптимизаци,196ef39dc3c14c0b8aa88d99f31e8710,Олон хувьсагчийн функцийн онол
10cd8cca7d33d4526cf4c264654762c6,Статистик - 2023,Өдрийн сургалт,5c1b3aaa46e89d0085111cb92212ecaa,Параметрийн бус статистик,63a82e1bc44f8cf90a9189b4632951df,Математик статистик
