Сургалтын_төлөвлөгөөний_дугаар,Хөтөлбөрийн_дугаар,Сургалтын_төлөвлөгөө,Хөтөлбөрийн_нэр,Хөтөлбөр_Батлагдсан_он
1d98edfd003bcd59e957739802965f19,b11535fa143ceb7c05a8c2e09d328f16,2020,"Багш, бага ангийн боловсрол",2022
8df7c2e3c3c3be098ef7b382bd2c37ba,b11535fa143ceb7c05a8c2e09d328f16,2022,"Багш, бага ангийн боловсрол",2022
f50c7035e532c49a0f6993d988e2e843,321e8afa2c2a953da69ed8f01d660877,2016,Нийгмийн ажил (2 жил),2022
a71378c0f8d76dbf90feeecd095d0ed9,c50dd61a2b63780092dfa16152a86228,2020,"Багш, монгол хэл-уран зохиолын боловсрол (2 жил)",2022
843a4d7fb5b1641b0bb8e3c2b2e75231,c50dd61a2b63780092dfa16152a86228,2022,"Багш, монгол хэл-уран зохиолын боловсрол (2 жил)",2022
ae3a12e662884604c069b4dfc5a13afd,7bff6fe735d7127b4837d4b2ad363972,2020,Нягтлан бодох бүртгэл,2022
54391c872fe1c8b4f98095c5d6ec7ec7,7bff6fe735d7127b4837d4b2ad363972,2022,Нягтлан бодох бүртгэл,2022
b635f9e3c038855c68c2704f08caeee1,38be34e3e0c695601cdd179c9d0a4884,2022,"Багш, урлагийн боловсрол (Дизайн зураг зүй) (2 жил)",2022
edb947f2bbceb132245fdde9c59d3f59,a24b5d4d41dcb01f10717f3ee09456b8,2020,"Багш, урлагийн боловсрол (Дуу хөгжим)",2022
22508552d3fc22f867e33e6c56b30b16,675b1ede3df15fb50821ff49a077e78e,2017,"Багш, урлагийн боловсрол (Дуу хөгжим)",2022
fa3dade3a49305f27f64203452ac954c,675b1ede3df15fb50821ff49a077e78e,2022,"Багш, урлагийн боловсрол (Дуу хөгжим)",2022
c8d12113e2258af31914e88130b917f6,fe3dc795820b50e55c9d9173f8486e4c,2016,"Багш, урлагийн боловсрол (Дуу хөгжим) (Хөрвөх)",2022
3b7d09dac07c9ccd3aae2025cc195250,fe3dc795820b50e55c9d9173f8486e4c,2022,"Багш, урлагийн боловсрол (Дуу хөгжим) (Хөрвөх)",2022
5cde6dedeb8892e3794f22db57ada073,4f2677a09f09632ebaf6228ba04950a9,2016,"Багш, урлагийн боловсрол (Дүрслэх урлаг, технологи)",2022
94130ea17023c4837f0dcdda95034b65,ea1f1db6531ec58483d1219c26de2e8a,2016,Нягтлан бодох бүртгэл (2.5 жил),2022
988dce1898dfda74527351927d9575b2,ea1f1db6531ec58483d1219c26de2e8a,2022,Нягтлан бодох бүртгэл (2.5 жил),2022
a081c174f5913958ba8c6443bacffcb9,d8700c41002be9132c128bd4a77388cd,2023,Газрын тосны инженерчлэл,2023
3bc71faebe42e1639eb6fded38d714cd,0383f974ee12322b32b4644c507d2746,2023,"Багш, дизайн технологийн боловсрол",2023
227e072d131ba77451d8f27ab9afdfb7,f57e34227acf8a05680ed6bf8222518b,2023,Боловсрол судлал,2023
8153349b1eb6f6c01622d4f395993bfe,d5291b3f3bc0c022c87d8ca26f58273e,2023,Боловсрол судлал,2023
492114f6915a69aa3dd005aa4233ef51,9bfb46e8b5c5f6dda61fb9b8b0665277,2023,Бизнесийн удирдлага,2023
90415f9b8d0fe2da891b58a2dab18f8d,2242fbe3e136580ee642015d3d7b76c9,2023,Бизнесийн удирдлага,2023
b0490b85e92b64dbb5db76bf8fca6a82,c84d88804d252058170642a33259c044,2023,Төрийн захиргаа,2023
5291822d0636dc429e80e953c58b6a76,16a0ad349c41844eb680a3019d3cff3f,2023,Төрийн захиргаа,2023
217b4c71837fac172fabebfc299f755b,791b5b6b85a74ec6960af51adfc42ed6,2023,Боловсрол судлал,2023
588e343066cf54ec3db5132231df7d68,fd825b69a5aacbc7d316c158af37f67d,2016,ИТС-ийн иргэнд зориулсан сургалт,2016
89b9c689a57b82e59074c6ba09aa394d,bba80ea632eb091d721bc81687906a0f,2023,Ойн аж ахуй,2023
bff624c3a469dce7c45ce151902222ba,3a4bdd9c5598f1197ccaa9b190573de6,2016,МТЭС-ийн иргэнд зориулсан сургалт,2016
